Attention,Meditation,Eye Blink,Average,Emotion
5,50,3,19.33333333,Relaxed
15,13,20,16,Relaxed
69,29,14,37.33333333,Concentrated
92,11,19,40.66666667,Concentrated
79,54,7,46.66666667,Happy
70,94,13,59,Fear
79,25,14,39.33333333,Concentrated
42,40,2,28,Relaxed
82,24,15,40.33333333,Concentrated
73,43,17,44.33333333,Happy
1,56,9,22,Relaxed
92,52,4,49.33333333,Happy
87,3,18,36,Concentrated
71,32,2,35,Concentrated
56,88,15,53,Happy
17,64,8,29.66666667,Concentrated
85,56,11,50.66666667,Happy
23,92,13,42.66666667,Drunker
65,45,18,42.66666667,Drunker
82,68,4,51.33333333,Happy
28,15,1,14.66666667,Drunker
3,94,18,38.33333333,Concentrated
17,27,13,19,Relaxed
72,46,2,40,Concentrated
70,65,12,49,Happy
60,38,15,37.66666667,Concentrated
6,24,9,13,Sad
1,98,9,36,Concentrated
54,98,1,51,Happy
100,100,3,67.66666667,Fear
8,58,19,28.33333333,Drunker
78,40,2,40,Concentrated
33,49,14,32,Concentrated
91,10,1,34,Concentrated
6,45,6,19,Relaxed
29,10,12,17,Relaxed
93,31,10,44.66666667,Happy
18,20,14,17.33333333,Relaxed
2,82,4,29.33333333,Concentrated
22,93,1,38.66666667,Concentrated
13,78,5,32,Concentrated
63,49,20,44,Happy
74,77,9,53.33333333,Happy
52,22,21,31.66666667,Concentrated
25,39,1,21.66666667,Relaxed
65,42,4,37,Concentrated
42,21,4,22.33333333,Relaxed
28,62,9,33,Concentrated
42,84,18,48,Happy
4,90,1,31.66666667,Concentrated
19,32,3,18,Relaxed
1,40,14,18.33333333,Relaxed
30,30,19,26.33333333,Relaxed
54,36,2,30.66666667,Concentrated
88,58,18,54.66666667,Happy
96,83,7,62,Fear
35,64,3,34,Concentrated
98,79,18,65,Fear
80,14,6,33.33333333,Concentrated
5,39,17,20.33333333,Relaxed
36,80,17,44.33333333,Happy
82,15,7,34.66666667,Concentrated
25,54,6,28.33333333,Drunker
56,35,14,35,Concentrated
69,21,15,35,Concentrated
37,3,14,18,Relaxed
71,40,7,39.33333333,Concentrated
35,37,1,24.33333333,Relaxed
76,24,3,34.33333333,Concentrated
24,71,18,37.66666667,Concentrated
84,96,8,62.66666667,Fear
22,29,11,20.66666667,Relaxed
39,37,11,29,Concentrated
75,16,20,37,Concentrated
46,99,11,52,Happy
86,96,14,65.33333333,Fear
98,92,4,64.66666667,Fear
93,94,18,68.33333333,Fear
32,77,10,39.66666667,Concentrated
41,11,13,21.66666667,Relaxed
8,11,8,9,Sad
48,41,9,32.66666667,Concentrated
74,10,12,32,Concentrated
37,77,17,43.66666667,Happy
20,80,14,38,Concentrated
18,74,20,37.33333333,Concentrated
98,93,9,66.66666667,Fear
33,25,5,21,Relaxed
83,30,1,38,Concentrated
80,46,19,48.33333333,Happy
44,73,18,45,Happy
10,16,18,14.66666667,Drunker
30,92,12,44.66666667,Happy
97,89,4,63.33333333,Fear
100,72,14,62,Fear
31,67,10,36,Concentrated
45,68,14,42.33333333,Drunker
51,70,3,41.33333333,Concentrated
30,62,14,35.33333333,Concentrated
31,91,5,42.33333333,Drunker
99,77,8,61.33333333,Fear
93,14,12,39.66666667,Concentrated
53,66,14,44.33333333,Happy
33,18,21,24,Relaxed
78,53,9,46.66666667,Happy
42,35,10,29,Concentrated
100,40,12,50.66666667,Happy
5,22,21,16,Relaxed
44,47,14,35,Concentrated
13,66,4,27.66666667,Relaxed
21,6,9,12,Sad
95,64,18,59,Fear
43,85,11,46.33333333,Happy
83,16,9,36,Concentrated
67,35,21,41,Concentrated
80,75,14,56.33333333,Drunker
54,54,1,36.33333333,Concentrated
9,31,19,19.66666667,Relaxed
3,49,16,22.66666667,Relaxed
87,68,5,53.33333333,Happy
26,97,12,45,Happy
7,27,6,13.33333333,Sad
10,53,19,27.33333333,Relaxed
40,86,6,44,Happy
85,43,19,49,Happy
22,59,18,33,Concentrated
31,17,16,21.33333333,Relaxed
62,48,3,37.66666667,Concentrated
14,41,21,25.33333333,Relaxed
92,27,16,45,Happy
48,8,19,25,Relaxed
55,80,8,47.66666667,Happy
87,77,17,60.33333333,Fear
91,73,5,56.33333333,Drunker
35,17,15,22.33333333,Relaxed
84,38,7,43,Happy
69,9,10,29.33333333,Concentrated
29,49,3,27,Relaxed
48,27,17,30.66666667,Concentrated
6,40,17,21,Relaxed
84,83,11,59.33333333,Fear
33,69,5,35.66666667,Concentrated
14,53,6,24.33333333,Relaxed
14,97,20,43.66666667,Happy
7,33,9,16.33333333,Relaxed
15,18,19,17.33333333,Relaxed
75,33,14,40.66666667,Concentrated
1,72,5,26,Relaxed
19,1,6,8.666666667,Sad
88,80,14,60.66666667,Fear
8,21,6,11.66666667,Sad
63,25,17,35,Concentrated
22,56,1,26.33333333,Relaxed
25,18,4,15.66666667,Relaxed
100,32,17,49.66666667,Happy
74,90,7,57,Fear
88,24,16,42.66666667,Drunker
16,86,19,40.33333333,Concentrated
91,8,1,33.33333333,Concentrated
18,12,3,11,Sad
73,12,12,32.33333333,Concentrated
17,44,12,24.33333333,Relaxed
23,64,12,33,Concentrated
75,2,3,26.66666667,Relaxed
90,41,19,50,Happy
99,28,2,43,Happy
86,92,3,60.33333333,Fear
48,87,12,49,Happy
66,93,14,57.66666667,Fear
9,14,8,10.33333333,Sad
71,33,18,40.66666667,Concentrated
81,90,21,64,Fear
59,63,14,45.33333333,Happy
79,57,5,47,Happy
11,80,1,30.66666667,Concentrated
8,83,19,36.66666667,Concentrated
58,72,12,47.33333333,Happy
79,94,5,59.33333333,Fear
50,98,20,56,Happy
42,66,21,43,Happy
89,78,16,61,Fear
34,83,17,44.66666667,Happy
7,92,1,33.33333333,Concentrated
2,9,11,7.333333333,Sad
55,91,9,51.66666667,Happy
59,44,17,40,Concentrated
22,94,11,42.33333333,Drunker
29,53,13,31.66666667,Concentrated
74,46,12,44,Happy
100,83,5,62.66666667,Fear
97,29,6,44,Happy
9,36,2,15.66666667,Relaxed
59,69,17,48.33333333,Happy
30,44,12,28.66666667,Drunker
6,92,17,38.33333333,Concentrated
52,60,10,40.66666667,Concentrated
41,61,18,40,Concentrated
59,27,3,29.66666667,Concentrated
76,25,6,35.66666667,Concentrated
22,99,19,46.66666667,Happy
59,33,9,33.66666667,Concentrated
63,17,11,30.33333333,Concentrated
65,38,2,35,Concentrated
52,67,2,40.33333333,Concentrated
64,14,13,30.33333333,Concentrated
60,25,16,33.66666667,Concentrated
22,80,14,38.66666667,Concentrated
80,69,17,55.33333333,Happy
22,7,3,10.66666667,Sad
93,33,10,45.33333333,Happy
37,14,1,17.33333333,Relaxed
99,65,12,58.66666667,Fear
43,93,1,45.66666667,Happy
37,55,10,34,Concentrated
34,66,1,33.66666667,Concentrated
47,35,5,29,Concentrated
8,24,15,15.66666667,Relaxed
42,81,12,45,Happy
41,45,16,34,Concentrated
3,14,16,11,Sad
58,94,12,54.66666667,Happy
13,37,2,17.33333333,Relaxed
29,82,3,38,Concentrated
82,52,18,50.66666667,Happy
97,10,12,39.66666667,Concentrated
48,46,20,38,Concentrated
51,25,19,31.66666667,Concentrated
74,86,12,57.33333333,Fear
44,75,8,42.33333333,Drunker
24,68,11,34.33333333,Concentrated
73,75,5,51,Happy
55,74,7,45.33333333,Happy
45,92,21,52.66666667,Happy
51,59,2,37.33333333,Concentrated
56,65,4,41.66666667,Concentrated
31,34,2,22.33333333,Relaxed
35,85,14,44.66666667,Happy
61,86,10,52.33333333,Happy
38,31,5,24.66666667,Relaxed
11,16,19,15.33333333,Relaxed
80,73,19,57.33333333,Fear
96,63,6,55,Happy
18,35,12,21.66666667,Relaxed
94,27,13,44.66666667,Happy
40,17,5,20.66666667,Relaxed
41,7,13,20.33333333,Relaxed
65,4,12,27,Relaxed
54,26,2,27.33333333,Relaxed
1,5,21,9,Sad
59,59,3,40.33333333,Concentrated
72,66,8,48.66666667,Happy
61,86,16,54.33333333,Happy
64,98,8,56.66666667,Drunker
86,48,4,46,Happy
78,21,4,34.33333333,Concentrated
84,94,4,60.66666667,Fear
77,21,19,39,Concentrated
4,72,11,29,Concentrated
32,12,14,19.33333333,Relaxed
45,2,1,16,Relaxed
52,90,14,52,Happy
13,95,19,42.33333333,Drunker
41,68,16,41.66666667,Concentrated
31,54,5,30,Concentrated
35,12,18,21.66666667,Relaxed
11,12,9,10.66666667,Sad
96,83,16,65,Fear
31,55,1,29,Concentrated
96,80,20,65.33333333,Fear
84,98,1,61,Fear
22,84,4,36.66666667,Concentrated
100,47,15,54,Happy
72,49,9,43.33333333,Happy
29,6,18,17.66666667,Relaxed
19,40,14,24.33333333,Relaxed
76,53,3,44,Happy
95,19,17,43.66666667,Happy
65,49,5,39.66666667,Concentrated
51,70,11,44,Happy
85,4,12,33.66666667,Concentrated
2,54,16,24,Relaxed
43,90,14,49,Happy
23,12,19,18,Relaxed
78,44,1,41,Concentrated
75,79,20,58,Fear
7,85,7,33,Concentrated
4,75,15,31.33333333,Concentrated
97,84,19,66.66666667,Fear
4,50,5,19.66666667,Relaxed
88,19,12,39.66666667,Concentrated
34,29,2,21.66666667,Relaxed
45,81,9,45,Happy
35,38,7,26.66666667,Relaxed
47,91,4,47.33333333,Happy
98,99,6,67.66666667,Fear
76,35,17,42.66666667,Drunker
96,46,16,52.66666667,Happy
8,38,16,20.66666667,Relaxed
65,19,20,34.66666667,Concentrated
45,23,6,24.66666667,Relaxed
80,8,20,36,Concentrated
79,78,9,55.33333333,Happy
54,20,12,28.66666667,Drunker
17,94,9,40,Concentrated
49,13,14,25.33333333,Relaxed
5,20,12,12.33333333,Sad
29,35,8,24,Relaxed
87,48,14,49.66666667,Happy
81,81,19,60.33333333,Fear
93,31,5,43,Happy
66,87,3,52,Happy
23,34,12,23,Relaxed
52,30,21,34.33333333,Concentrated
39,33,14,28.66666667,Drunker
84,48,13,48.33333333,Happy
33,26,17,25.33333333,Relaxed
24,74,8,35.33333333,Concentrated
55,13,5,24.33333333,Relaxed
63,12,9,28,Relaxed
56,12,5,24.33333333,Relaxed
9,37,5,17,Relaxed
74,79,17,56.66666667,Drunker
23,87,1,37,Concentrated
48,2,1,17,Relaxed
5,58,4,22.33333333,Relaxed
63,85,3,50.33333333,Happy
68,62,5,45,Happy
97,30,3,43.33333333,Happy
94,53,3,50,Happy
17,80,2,33,Concentrated
50,53,14,39,Concentrated
100,98,21,73,Excited
1,68,10,26.33333333,Relaxed
35,24,6,21.66666667,Relaxed
85,75,4,54.66666667,Happy
3,12,20,11.66666667,Sad
68,7,10,28.33333333,Drunker
61,27,11,33,Concentrated
55,7,9,23.66666667,Relaxed
24,37,20,27,Relaxed
20,56,5,27,Relaxed
23,25,8,18.66666667,Relaxed
27,33,1,20.33333333,Relaxed
40,63,13,38.66666667,Concentrated
12,77,8,32.33333333,Concentrated
95,7,16,39.33333333,Concentrated
13,76,20,36.33333333,Concentrated
75,39,8,40.66666667,Concentrated
41,7,16,21.33333333,Relaxed
67,65,14,48.66666667,Happy
10,100,1,37,Concentrated
54,22,2,26,Relaxed
25,11,20,18.66666667,Relaxed
22,98,10,43.33333333,Happy
100,94,4,66,Fear
65,11,8,28,Relaxed
8,68,1,25.66666667,Relaxed
56,32,20,36,Concentrated
61,46,17,41.33333333,Concentrated
28,52,15,31.66666667,Concentrated
78,74,4,52,Happy
35,59,12,35.33333333,Concentrated
96,91,1,62.66666667,Fear
96,55,10,53.66666667,Happy
16,57,8,27,Relaxed
27,19,15,20.33333333,Relaxed
68,46,9,41,Concentrated
25,58,9,30.66666667,Concentrated
50,2,16,22.66666667,Relaxed
73,34,13,40,Concentrated
99,72,12,61,Fear
100,4,1,35,Concentrated
26,95,8,43,Happy
60,9,6,25,Relaxed
96,69,19,61.33333333,Fear
45,58,17,40,Concentrated
73,9,5,29,Concentrated
14,11,17,14,Sad
38,56,1,31.66666667,Concentrated
93,83,13,63,Fear
82,34,13,43,Happy
80,60,19,53,Happy
42,67,6,38.33333333,Concentrated
9,12,15,12,Sad
15,5,15,11.66666667,Sad
44,70,16,43.33333333,Happy
96,90,4,63.33333333,Fear
40,51,17,36,Concentrated
24,57,17,32.66666667,Concentrated
11,96,4,37,Concentrated
90,6,9,35,Concentrated
26,53,13,30.66666667,Concentrated
75,99,17,63.66666667,Fear
32,53,19,34.66666667,Concentrated
63,18,13,31.33333333,Concentrated
15,23,7,15,Relaxed
67,86,11,54.66666667,Happy
41,52,15,36,Concentrated
23,54,4,27,Relaxed
59,4,2,21.66666667,Relaxed
91,56,4,50.33333333,Happy
69,44,6,39.66666667,Concentrated
68,83,19,56.66666667,Drunker
65,87,15,55.66666667,Happy
79,70,18,55.66666667,Happy
20,52,11,27.66666667,Relaxed
60,68,13,47,Happy
49,51,19,39.66666667,Concentrated
43,59,9,37,Concentrated
96,58,19,57.66666667,Fear
81,67,8,52,Happy
73,92,11,58.66666667,Fear
68,3,14,28.33333333,Drunker
9,24,1,11.33333333,Sad
55,29,18,34,Concentrated
56,39,16,37,Concentrated
8,59,2,23,Relaxed
72,44,10,42,Concentrated
24,48,15,29,Concentrated
42,43,13,32.66666667,Concentrated
26,73,12,37,Concentrated
64,30,11,35,Concentrated
17,66,3,28.66666667,Drunker
25,82,13,40,Concentrated
34,63,12,36.33333333,Concentrated
29,60,1,30,Concentrated
61,41,1,34.33333333,Concentrated
83,31,3,39,Concentrated
41,33,1,25,Relaxed
72,63,5,46.66666667,Happy
6,89,21,38.66666667,Concentrated
74,43,18,45,Happy
92,98,16,68.66666667,Fear
25,44,20,29.66666667,Concentrated
53,1,14,22.66666667,Relaxed
60,32,6,32.66666667,Concentrated
11,52,11,24.66666667,Relaxed
71,39,1,37,Concentrated
12,97,14,41,Concentrated
91,83,8,60.66666667,Fear
7,97,18,40.66666667,Concentrated
2,33,6,13.66666667,Sad
64,3,7,24.66666667,Relaxed
67,23,3,31,Concentrated
8,5,11,8,Sad
98,23,10,43.66666667,Happy
97,36,21,51.33333333,Happy
20,48,8,25.33333333,Relaxed
50,12,2,21.33333333,Relaxed
70,46,14,43.33333333,Happy
23,54,4,27,Relaxed
28,45,14,29,Concentrated
33,65,10,36,Concentrated
57,91,19,55.66666667,Happy
64,17,12,31,Concentrated
15,28,14,19,Relaxed
66,34,20,40,Concentrated
67,14,13,31.33333333,Concentrated
66,13,9,29.33333333,Concentrated
60,9,15,28,Relaxed
97,85,16,66,Fear
84,22,6,37.33333333,Concentrated
11,47,10,22.66666667,Relaxed
54,33,11,32.66666667,Concentrated
47,51,5,34.33333333,Concentrated
9,13,21,14.33333333,Drunker
94,31,2,42.33333333,Drunker
82,55,12,49.66666667,Happy
95,79,16,63.33333333,Fear
13,90,11,38,Concentrated
40,82,16,46,Happy
43,66,16,41.66666667,Concentrated
69,94,4,55.66666667,Happy
29,94,15,46,Happy
25,95,3,41,Concentrated
25,7,13,15,Relaxed
87,32,17,45.33333333,Happy
50,16,8,24.66666667,Relaxed
3,66,11,26.66666667,Relaxed
95,32,6,44.33333333,Happy
2,34,19,18.33333333,Relaxed
63,90,14,55.66666667,Happy
40,53,18,37,Concentrated
84,54,17,51.66666667,Happy
81,23,12,38.66666667,Concentrated
23,13,6,14,Sad
62,69,1,44,Happy
94,81,17,64,Fear
55,79,13,49,Happy
41,97,14,50.66666667,Happy
61,83,11,51.66666667,Happy
31,19,11,20.33333333,Relaxed
39,72,7,39.33333333,Concentrated
14,68,4,28.66666667,Drunker
24,93,6,41,Concentrated
77,95,11,61,Fear
66,14,21,33.66666667,Concentrated
16,28,5,16.33333333,Relaxed
23,90,3,38.66666667,Concentrated
90,78,11,59.66666667,Fear
65,41,14,40,Concentrated
92,87,21,66.66666667,Fear
60,76,4,46.66666667,Happy
73,50,17,46.66666667,Happy
98,99,17,71.33333333,Excited
59,7,21,29,Concentrated
5,74,6,28.33333333,Drunker
7,91,8,35.33333333,Concentrated
16,84,14,38,Concentrated
5,39,10,18,Relaxed
98,60,3,53.66666667,Happy
52,69,4,41.66666667,Concentrated
12,70,4,28.66666667,Drunker
1,38,15,18,Relaxed
100,33,8,47,Happy
45,78,8,43.66666667,Happy
36,50,17,34.33333333,Concentrated
5,24,13,14,Sad
37,17,15,23,Relaxed
59,83,5,49,Happy
86,84,10,60,Fear
39,35,21,31.66666667,Concentrated
22,90,5,39,Concentrated
52,45,5,34,Concentrated
61,1,6,22.66666667,Relaxed
41,65,16,40.66666667,Concentrated
91,82,17,63.33333333,Fear
61,82,11,51.33333333,Happy
15,45,1,20.33333333,Relaxed
47,98,15,53.33333333,Happy
100,92,20,70.66666667,Drunker
96,71,2,56.33333333,Drunker
66,8,8,27.33333333,Relaxed
66,76,19,53.66666667,Happy
31,71,15,39,Concentrated
35,98,1,44.66666667,Happy
2,84,11,32.33333333,Concentrated
28,65,5,32.66666667,Concentrated
89,13,21,41,Concentrated
6,98,18,40.66666667,Concentrated
70,49,7,42,Concentrated
45,55,19,39.66666667,Concentrated
60,95,8,54.33333333,Happy
39,26,13,26,Relaxed
5,91,5,33.66666667,Concentrated
51,32,19,34,Concentrated
18,21,18,19,Relaxed
81,85,9,58.33333333,Fear
78,2,2,27.33333333,Relaxed
86,5,12,34.33333333,Concentrated
14,42,15,23.66666667,Relaxed
58,85,1,48,Happy
77,19,8,34.66666667,Concentrated
80,30,8,39.33333333,Concentrated
58,69,4,43.66666667,Happy
57,11,11,26.33333333,Relaxed
2,55,9,22,Relaxed
79,23,2,34.66666667,Concentrated
39,78,21,46,Happy
20,48,20,29.33333333,Concentrated
17,51,5,24.33333333,Relaxed
53,76,15,48,Happy
95,85,14,64.66666667,Fear
16,67,13,32,Concentrated
4,51,4,19.66666667,Relaxed
62,6,12,26.66666667,Relaxed
14,44,17,25,Relaxed
92,37,8,45.66666667,Happy
43,86,2,43.66666667,Happy
24,23,5,17.33333333,Relaxed
27,15,11,17.66666667,Relaxed
75,24,2,33.66666667,Concentrated
45,3,3,17,Relaxed
9,22,16,15.66666667,Relaxed
77,87,15,59.66666667,Fear
67,86,7,53.33333333,Happy
86,53,15,51.33333333,Happy
69,75,15,53,Happy
50,21,13,28,Relaxed
4,1,8,4.333333333,Drunker
47,33,15,31.66666667,Concentrated
62,47,20,43,Happy
44,18,6,22.66666667,Relaxed
5,52,6,21,Relaxed
74,51,21,48.66666667,Happy
81,14,13,36,Concentrated
